smiles,value,cano_smiles
CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC,-2.2600355930087312,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2
CC1=C(C=CC(=C1)C2=NOC(=N2)C)C3=CC=C(C=C3)C(=O)NC4=CC5=C(C=C4)OCC56CCN(CC6)C,-0.3222192947339193,Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc5c(c4)C4(CCN(C)CC4)CO5)cc3)c(C)c2)no1
CN1CCN(CC1)C2=C(C=CC(=C2)NC(=O)N3CCC(CC3)C4=CNC5=CC=CC=C54)OC,-1.6989700043360187,COc1ccc(NC(=O)N2CCC(c3c[nH]c4ccccc34)CC2)cc1N1CCN(C)CC1
CN1C2=C(C=C(C=C2)CCN3CCN(CC3)C4=CC=CC=C4O)SC1=O,-1.4913616938342726,Cn1c(=O)sc2cc(CCN3CCN(c4ccccc4O)CC3)ccc21
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC5=C(C=CS5)N6C4=CC=C6,-3.850000132271096,c1cc2c(N3CCN(Cc4ccc5c(c4)OCO5)CC3)nc3sccc3n2c1
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCNCC3COC4=C(O3)C5=CC=CC=C5C=C4,-2.5999430834963726,O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccc3ccccc3c2O1
COC1=C(C=C(C=C1)CNC(=O)C2=C(N=CC(=C2)C3=CC(=CC(=C3)Cl)Cl)C4=CN=CC=C4)OC,-3.3802112417116064,COc1ccc(CNC(=O)c2cc(-c3cc(Cl)cc(Cl)c3)cnc2-c2cccnc2)cc1OC
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C3CC4=C(C=CC=C4OC)OC3.C(=O)(C(=O)O)O,-3.778151250383644,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1.O=C(O)C(=O)O
CN1CCN(CC1)C2=C(C=CC(=C2)NC(=O)NCCC3=CNC4=C3C=C(C=C4)O)OC,-2.6693168805661123,COc1ccc(NC(=O)NCCc2c[nH]c3ccc(O)cc23)cc1N1CCN(C)CC1
COC1=CC2=C(C=C1)N3C=CC=C3C(=N2)N4CCN(CC4)CCCCN5C=CC=N5,-3.549999523574668,COc1ccc2c(c1)nc(N1CCN(CCCCn3cccn3)CC1)c1cccn12
